Nom du monstre;Rôle;Rôle secondaire;Meneur;Niveau;Source;Catégorie;exp;Race;Origine;Mot-clé (humanoïde, élémentaire, féerique…);Lieux de prédilection
Seigneur loup-garou;Brute;Élite;Oui;13;Bestiaire Fantastique 2;Lycanthrope;1600;Humanoïde;Naturelle;Métamorphe;
Colonne de grain siliceux;Contrôleur;Sbire;;13;Bestiaire Fantastique 2;Élémentaire;200;Créature magique;Élémentaire;Air, Terre;
Mystique centaure;Contrôleur;Normal;Oui;13;Bestiaire Fantastique 2;Centaure;800;Humanoïde;Féérique;;
Volute tempétueuse;Contrôleur;Normal;;13;Bestiaire Fantastique 2;Élémentaire;800;Créature magique;Élémentaire;Air;
Dragon de cuivre adulte;Franc-tireur;Solo;;13;Bestiaire Fantastique 2;Dragon;4000;Créature magique;Naturelle;Dragon;
Traquenardier drakkoth;Franc-tireur;Normal;;13;Bestiaire Fantastique 2;Drakkoth;800;Humanoïde;Naturelle;Reptile;
Érinye;Soldat;Normal;Oui;13;Bestiaire Fantastique 2;Diable;800;Humanoïde;Immortelle;Diable;
Garde noir duergar (nain);Soldat;Élite;;13;Bestiaire Fantastique 2;Duergar;1600;Humanoïde;Naturelle;Diable;
Légionnaire fantôme;Soldat;Normal;;13;Bestiaire Fantastique 2;Légionnaire fantôme;800;Humanoïde;Naturelle;Mort-vivant;
Furie rochetempête;Artilleur;Normal;;14;Bestiaire Fantastique 2;Élémentaire;1000;Créature magique;Élémentaire;Air, Terre;
Seigneur de la noirceur shadar-kai;Artilleur;Normal;;14;Bestiaire Fantastique 2;Shadar-kai;1000;Humanoïde;Ombreuse;;
tyrannœil du gel;Artilleur;Élite;;14;Bestiaire Fantastique 2;Tyrannœil;2000;Créature magique;Aberrante;;
Broyeur cyclope;Brute;Normal;;14;Bestiaire Fantastique 2;Cyclope;1000;Humanoïde;Féérique;;
Destructeur glacefeu;Brute;Normal;;14;Bestiaire Fantastique 2;Élémentaire;1000;Créature magique;Élémentaire;Feu, Froid;
Éviscérateur abyssal;Brute;Normal;;14;Bestiaire Fantastique 2;Démon;1000;Humanoïde;Élémentaire;Démon;
Tueur d'aube shadar-kai;Chasseur;Normal;;14;Bestiaire Fantastique 2;Shadar-kai;1000;Humanoïde;Ombreuse;;
Ame noire shadar-kai;Contrôleur;Normal;;14;Bestiaire Fantastique 2;Shadar-kai;1000;Humanoïde;Ombreuse;;
Archon de terre enragé;Contrôleur;Normal;;14;Bestiaire Fantastique 2;Archon;1000;Humanoïde;Élémentaire;Terre;
Blasphémateur duergar (nain);Contrôleur;Normal;Oui;14;Bestiaire Fantastique 2;Duergar;1000;Humanoïde;Naturelle;Diable;
Bois-parleur troll;Contrôleur;Normal;;14;Bestiaire Fantastique 2;Troll;1000;Humanoïde;Naturelle;;
Diable flétrissant;Contrôleur;Normal;;14;Bestiaire Fantastique 2;Diable;1000;Humanoïde;Immortelle;Diable;
Prophétesse de la lune firbolg;Contrôleur;Normal;;14;Bestiaire Fantastique 2;Firbolg;1000;Humanoïde;Féérique;;
Fanatique déva;Franc-tireur;Normal;;14;Bestiaire Fantastique 2;Déva;1000;Humanoïde;Immortelle;;
Loup arctique;Franc-tireur;Normal;;14;Bestiaire Fantastique 2;Loup arctique;1000;Créature magique;Naturelle;;
Béhir;Soldat;Solo;;14;Bestiaire Fantastique 2;Béhir;5000;Créature magique;Naturelle;;
Dragon d'adamantium adulte;Soldat;Solo;;14;Bestiaire Fantastique 2;Dragon;5000;Créature magique;Naturelle;Dragon;
Géant des pierres;Soldat;Normal;;14;Bestiaire Fantastique 2;Géant;1000;Humanoïde;Élémentaire;Géant, Terre;
Gladiateur humain;Soldat;Élite;;14;Bestiaire Fantastique 2;Humain;2000;Humanoïde;Naturelle;;
Démon bubonique;Artilleur;Élite;;15;Bestiaire Fantastique 2;Démon;2400;Humanoïde;Élémentaire;Démon;
Diable d'infortune;Artilleur;Normal;;15;Bestiaire Fantastique 2;Diable;1200;Humanoïde;Immortelle;Diable;
Ricaneur nothic;Artilleur;Normal;;15;Bestiaire Fantastique 2;Nothic;1200;Humanoïde;Aberrante;;
Berserker drakkoth;Brute;Élite;;15;Bestiaire Fantastique 2;Drakkoth;2400;Humanoïde;Naturelle;Reptile;
Dragon d'argent adulte;Brute;Élite;;15;Bestiaire Fantastique 2;Dragon;6000;Créature magique;Naturelle;Dragon;
Golem d'argile;Brute;Élite;;15;Bestiaire Fantastique 2;Golem;2400;Animé;Naturelle;Créature artificielle;
Héraut de Hadar;Brute;Normal;;15;Bestiaire Fantastique 2;Rejeton stellaire;1200;Humanoïde;Aberrante;;
Ours-sang firbolg;Brute;Élite;;15;Bestiaire Fantastique 2;Firbolg;2400;Humanoïde;Féérique;;
Araignée villeuse;Chasseur;Élite;;15;Bestiaire Fantastique 2;Araignée;2400;Bête;Naturelle;Araignée;
Gueule d'Acamar;Contrôleur;Normal;;15;Bestiaire Fantastique 2;Rejeton stellaire;1200;Humanoïde;Aberrante;;
Serpent des étoiles couatl;Contrôleur;Élite;Oui;15;Bestiaire Fantastique 2;Couatl;2400;Créature magique;Immortelle;Reptile;
Surgeon épineux embusqué;Contrôleur;Sbire;;15;Bestiaire Fantastique 2;Plante prédatrice;300;Bête;Féérique;Plante;
Archon d'eau vif;Franc-tireur;Normal;;15;Bestiaire Fantastique 2;Archon;1200;Humanoïde;Élémentaire;Aquatique, Eau;
Porte-douleur shadar-kai;Franc-tireur;Normal;Oui;15;Bestiaire Fantastique 2;Shadar-kai;1200;Humanoïde;Ombreuse;;
Rejeton bubonique;Franc-tireur;Sbire;;15;Bestiaire Fantastique 2;Démon;300;Humanoïde;Élémentaire;Démon;
Éclat prismatique;Artilleur;Normal;;16;Bestiaire Fantastique 2;Éclat de chaos;1400;Créature magique;Élémentaire;;
Venimeux drakkoth;Artilleur;Normal;;16;Bestiaire Fantastique 2;Drakkoth;1400;Humanoïde;Naturelle;Reptile;
Hydre tranchante;Brute;Solo;;16;Bestiaire Fantastique 2;Hydre;7000;Bête;Naturelle;Reptile;
Corbeau fantôme firbolg;Chasseur;Élite;;16;Bestiaire Fantastique 2;Firbolg;2800;Humanoïde;Féérique;;
Épineux embusqué;Chasseur;Élite;;16;Bestiaire Fantastique 2;Plante prédatrice;1400;Bête;Féérique;Plante;
Loup arctique crocs-neige;Chasseur;Normal;;16;Bestiaire Fantastique 2;Loup arctique;1400;Créature magique;Naturelle;;
Vestige de chevalier féerique;Chasseur;Normal;;16;Bestiaire Fantastique 2;Revenant féerique;1400;Humanoïde;Féérique;Mort-vivant;
Archon d'eau ondoyant;Contrôleur;Normal;Oui;16;Bestiaire Fantastique 2;Archon;1400;Humanoïde;Élémentaire;Aquatique, Eau;
Chaman fantôme fomorian;Contrôleur;Élite;;16;Bestiaire Fantastique 2;Fomorian;2800;Humanoïde;Féérique;Géant;
Géant des pierres graveur de runes;Contrôleur;Normal;Oui;16;Bestiaire Fantastique 2;Géant;1400;Humanoïde;Élémentaire;Géant, Terre;
Grand maître vénérable néogi;Contrôleur;Normal;;16;Bestiaire Fantastique 2;Néogi;1400;Créature magique;Aberrante;;
Xorn diamantifère;Franc-tireur;Normal;;16;Bestiaire Fantastique 2;Xorn;1400;Créature magique;Élémentaire;Terre;
Archon de terre sismique;Soldat;Normal;;16;Bestiaire Fantastique 2;Archon;1400;Humanoïde;Élémentaire;Terre;
Chevalier revenant;Soldat;Élite;;16;Bestiaire Fantastique 2;Revenant féerique;2800;Humanoïde;Féérique;Mort-vivant;
Diable d'assaut;Soldat;Normal;;16;Bestiaire Fantastique 2;Diable;1400;Humanoïde;Immortelle;Diable;
Archon de terre grondant;Brute;Normal;;17;Bestiaire Fantastique 2;Archon;1600;Humanoïde;Élémentaire;Terre;
Géant du givre;Brute;Normal;;17;Bestiaire Fantastique 2;Géant;1600;Humanoïde;Élémentaire;Froid, Géant;
Mammouth nyfellar;Brute;Normal;;17;Bestiaire Fantastique 2;Mammouth;1600;Bête;Élémentaire;Monture;
Coure de malice et de discorde;Chasseur;Normal;;17;Bestiaire Fantastique 2;Éladrin;1600;Humanoïde;Féérique;;
Ricaneur fomorian;Chasseur;Élite;;17;Bestiaire Fantastique 2;Fomorian;3200;Humanoïde;Féérique;Géant;
Dragon d'or adulte;Contrôleur;Solo;;17;Bestiaire Fantastique 2;Dragon;8000;Créature magique;Naturelle;Dragon;
Rejeton de Gibbeth;Contrôleur;Normal;;17;Bestiaire Fantastique 2;Rejeton stellaire;1600;Humanoïde;Aberrante;;
Tentateur yochlol;Contrôleur;Normal;;17;Bestiaire Fantastique 2;Démon;1600;Humanoïde;Élémentaire;Démon, Métamorphe;
Molosse de gel;Franc-tireur;Élite;;17;Bestiaire Fantastique 2;Loup arctique;3200;Créature magique;Élémentaire;Froid, Monture, Terre;
Rejeton slaad;Franc-tireur;Sbire;;17;Bestiaire Fantastique 2;Slaad;400;Humanoïde;Élémentaire;;
Archon des tempêtes écumeux;Soldat;Normal;;17;Bestiaire Fantastique 2;Archon;1600;Humanoïde;Élémentaire;Air, Eau;
Incantateur macabre revenant;Artilleur;Élite;;18;Bestiaire Fantastique 2;Revenant féerique;4000;Humanoïde;Féérique;Mort-vivant;
Serpent des nuages couatl;Artilleur;Normal;;18;Bestiaire Fantastique 2;Couatl;2000;Créature magique;Immortelle;Reptile;
Bébilith;Brute;Solo;;18;Bestiaire Fantastique 2;Démon;10000;Créature magique;Élémentaire;Démon;
Éviscérateur brise-pierres;Brute;Normal;;18;Bestiaire Fantastique 2;Brise-pierres;2000;Animé;Naturelle;Créature artificielle;
Krasse aboléthique;Brute;Sbire;;18;Bestiaire Fantastique 2;Vase;500;Bête;Aberrante;Aquatique, Aveugle, Vase;
Vestige d'incantateur féerique;Chasseur;Normal;;18;Bestiaire Fantastique 2;Revenant féerique;2000;Humanoïde;Féérique;Mort-vivant;
Drake crochu titanesque;Contrôleur;Élite;;18;Bestiaire Fantastique 2;Drake;4000;Bête;Naturelle;Reptile;
Archon des tempêtes foudroyeur;Franc-tireur;Normal;;18;Bestiaire Fantastique 2;Archon;2000;Humanoïde;Élémentaire;Air, Eau;
Derviche élémentaire genasi;Franc-tireur;Élite;;18;Bestiaire Fantastique 2;Genasi;4000;Humanoïde;Élémentaire;Air, Eau, Feu, Terre;
Géant occulte;Franc-tireur;Normal;;18;Bestiaire Fantastique 2;Géant;2000;Humanoïde;Féérique;Géant;
Totémiste fomorian;Franc-tireur;Élite;;18;Bestiaire Fantastique 2;Fomorian;4000;Humanoïde;Féérique;Géant, Mort-vivant;
Destrier féerique centaure;Soldat;Normal;;18;Bestiaire Fantastique 2;Centaure;2000;Humanoïde;Féérique;;
Titan des pierres;Soldat;Élite;;18;Bestiaire Fantastique 2;Géant;4000;Humanoïde;Élémentaire;Géant, Terre;
Mystère sphinx;Brute;Normal;;19;Bestiaire Fantastique 2;Sphinx;2400;Créature magique;Immortelle;;
Ravageur gris;Brute;Élite;;19;Bestiaire Fantastique 2;Ravageur gris;4800;Humanoïde;Naturelle;;
Vieux dragon de fer;Chasseur;Solo;;19;Bestiaire Fantastique 2;Dragon;12000;Créature magique;Naturelle;Dragon;
Géant du givre faconneur de glace;Contrôleur;Normal;Oui;19;Bestiaire Fantastique 2;Géant;2400;Humanoïde;Élémentaire;Froid, Géant;
Nothic ruinesprit;Contrôleur;Normal;;19;Bestiaire Fantastique 2;Nothic;2400;Humanoïde;Aberrante;;
Titan forgelier;Soldat;Élite;;19;Bestiaire Fantastique 2;Forgelier;4800;Humanoïde;Naturelle;Créature artificielle vivante;
Aveugleur fomorian;Artilleur;Élite;;20;Bestiaire Fantastique 2;Fomorian;5600;Humanoïde;Féérique;Géant;
Diaboliste humain;Artilleur;Normal;;20;Bestiaire Fantastique 2;Humain;2800;Humanoïde;Naturelle;;
Djinn tonnant;Artilleur;Normal;;20;Bestiaire Fantastique 2;Djinn;2800;Humanoïde;Élémentaire;Air;
Hydre tueuse de héros;Brute;Solo;;20;Bestiaire Fantastique 2;Hydre;14000;Bête;Naturelle;Reptile;
Titan du givre;Brute;Élite;;20;Bestiaire Fantastique 2;Géant;5600;Humanoïde;Élémentaire;Froid, Géant;
Kazrith;Chasseur;Normal;;20;Bestiaire Fantastique 2;Démon;2800;Créature magique;Élémentaire;Démon, Eau;
Mystagogue humain;Contrôleur;Normal;Oui;20;Bestiaire Fantastique 2;Humain;2800;Humanoïde;Naturelle;;
Vieux dragon de cuivre;Franc-tireur;Solo;;20;Bestiaire Fantastique 2;Dragon;14000;Créature magique;Naturelle;Dragon;
Golem de fer;Soldat;Élite;;20;Bestiaire Fantastique 2;Golem;5600;Animé;Naturelle;Créature artificielle;
Prédateur d'acier;Soldat;Élite;;20;Bestiaire Fantastique 2;Prédateur d'acier;5600;Animé;Immortelle;Créature artificielle vivante;
Archon des tempêtes orageux;Artilleur;Normal;;21;Bestiaire Fantastique 2;Archon;3200;Humanoïde;Élémentaire;Air, Eau;
Remorhaz;Brute;Élite;;21;Bestiaire Fantastique 2;Remorhaz;6400;Bête;Élémentaire;;
Procureur maruth;Contrôleur;Normal;Oui;21;Bestiaire Fantastique 2;Maruth;3200;Humanoïde;Naturelle;;
Fustigateur maruth;Franc-tireur;Normal;;21;Bestiaire Fantastique 2;Maruth;3200;Humanoïde;Naturelle;;
Lamefée cyclope;Soldat;Normal;;21;Bestiaire Fantastique 2;Cyclope;3200;Humanoïde;Féérique;;
Titan occulte;Soldat;Normal;;21;Bestiaire Fantastique 2;Géant;6400;Humanoïde;Féérique;Géant;
Vieux dragon d'adamantium;Soldat;Solo;;21;Bestiaire Fantastique 2;Dragon;16000;Créature magique;Naturelle;Dragon;
Ange récupérateur;Artilleur;Normal;;22;Bestiaire Fantastique 2;Ange;4150;Humanoïde;Immortelle;Ange;
Boucher fomorian;Brute;Élite;;22;Bestiaire Fantastique 2;Fomorian;8300;Humanoïde;Féérique;Géant;
Bourreau maruth;Brute;Normal;;22;Bestiaire Fantastique 2;Maruth;4150;Humanoïde;Naturelle;;
Hydre du chaos;Brute;Solo;;22;Bestiaire Fantastique 2;Hydre;20750;Bête;Élémentaire;Reptile;
Vieux dragon d'argent;Brute;Solo;;22;Bestiaire Fantastique 2;Dragon;20750;Créature magique;Naturelle;Dragon;
Épouvantable assassin humain;Chasseur;Normal;;22;Bestiaire Fantastique 2;Humain;4150;Humanoïde;Naturelle;;
Oeil de Vecna nothic;Chasseur;Normal;Oui;22;Bestiaire Fantastique 2;Nothic;4150;Humanoïde;Aberrante;;
Ange héraut;Contrôleur;Normal;Oui;22;Bestiaire Fantastique 2;Ange;4150;Humanoïde;Immortelle;Ange;
Djinn venteux;Franc-tireur;Normal;;22;Bestiaire Fantastique 2;Djinn;4150;Humanoïde;Élémentaire;Air;
Foudroyeur oni;Franc-tireur;Normal;;22;Bestiaire Fantastique 2;Oni;4150;Humanoïde;Naturelle;;
Maître de la horde sauvage firbolg;Franc-tireur;Élite;;22;Bestiaire Fantastique 2;Firbolg;8300;Humanoïde;Féérique;;
Nycadémon;Franc-tireur;Normal;;22;Bestiaire Fantastique 2;Démon;4150;Humanoïde;Élémentaire;Démon;
Golem de chaînes;Soldat;Élite;;22;Bestiaire Fantastique 2;Golem;8300;Animé;Naturelle;Créature artificielle;
Ange radieux;Franc-tireur;Sbire;;23;Bestiaire Fantastique 2;Ange;1275;Humanoïde;Immortelle;Ange;
Cyclone de grain siliceux;Franc-tireur;Sbire;;23;Bestiaire Fantastique 2;Élémentaire;1275;Créature magique;Élémentaire;Air, Terre;
Noble démente humaine;Franc-tireur;Élite;;23;Bestiaire Fantastique 2;Humain;10200;Humanoïde;Naturelle;;
Thaumaturge funeste demi-elfe;Artilleur;Normal;;24;Bestiaire Fantastique 2;Demi-elfe;6050;Humanoïde;Naturelle;;
Diable assassin;Chasseur;Normal;;24;Bestiaire Fantastique 2;Diable;6050;Humanoïde;Immortelle;Diable;
Vieux dragon d'or;Contrôleur;Solo;;24;Bestiaire Fantastique 2;Dragon;30250;Créature magique;Naturelle;Dragon;
Ange suprême;Soldat;Normal;;24;Bestiaire Fantastique 2;Ange;6050;Humanoïde;Immortelle;Ange;
Béhir foudreux;Soldat;Normal;;24;Bestiaire Fantastique 2;Béhir;6050;Créature magique;Naturelle;;
Djinn lametrombe;Soldat;Normal;;24;Bestiaire Fantastique 2;Djinn;6050;Humanoïde;Élémentaire;Air;
tyrannœil du chaos;Artilleur;Élite;;25;Bestiaire Fantastique 2;Tyrannœil;14000;Créature magique;Aberrante;;
Aspect de Démogorgon;Contrôleur;Élite;;25;Bestiaire Fantastique 2;Démogorgon;14000;Humanoïde;Élémentaire;Aquatique, Démon;
Seigneur du ciel djinn;Contrôleur;Normal;Oui;25;Bestiaire Fantastique 2;Djinn;7000;Humanoïde;Élémentaire;Air;
Marteleur brise-pierres;Soldat;Normal;;25;Bestiaire Fantastique 2;Brise-pierres;7000;Animé;Naturelle;Créature artificielle;
Vétéran centaure;Soldat;Normal;Oui;25;Bestiaire Fantastique 2;Centaure;7000;Humanoïde;Féérique;;
Étoile déchue déva;Artilleur;Normal;;26;Bestiaire Fantastique 2;Déva;9000;Humanoïde;Immortelle;;
Thrarak, exarque de Démogorgon;Brute;Élite;;26;Bestiaire Fantastique 2;Démogorgon;18000;Humanoïde;Élémentaire;Géant;
Dragon de fer vénérable;Chasseur;Solo;;26;Bestiaire Fantastique 2;Dragon;45000;Créature magique;Naturelle;Dragon;
Fiélon pourrissant abyssal;Contrôleur;Normal;;26;Bestiaire Fantastique 2;Démon;9000;Humanoïde;Élémentaire;Démon, Mort-vivant;
Fils de l'esprit des loups;Franc-tireur;Normal;;26;Bestiaire Fantastique 2;Loup arctique;18000;Créature magique;Élémentaire;Froid;
Golem de fer titanesque;Soldat;Élite;;26;Bestiaire Fantastique 2;Golem;18000;Animé;Naturelle;Créature artificielle;
Dragon de cuivre vénérable;Franc-tireur;Solo;;27;Bestiaire Fantastique 2;Dragon;55000;Créature magique;Naturelle;Dragon;
Horreur chasseresse;Soldat;Normal;;27;Bestiaire Fantastique 2;Horreur chasseresse;11000;Animé;Élémentaire;;
Colosse originel;Brute;Élite;;28;Bestiaire Fantastique 2;Colosse;26000;Animé;Élémentaire;Créature artificielle;
Dragon d'adamantium vénérable;Soldat;Solo;;28;Bestiaire Fantastique 2;Dragon;65000;Créature magique;Naturelle;Dragon;
Kazuul, exarque de Démogorgon;Soldat;Élite;;28;Bestiaire Fantastique 2;Démogorgon;26000;Humanoïde;Élémentaire;Démon;
Seigneur suprême tyrannœil;Artilleur;Solo;;29;Bestiaire Fantastique 2;Tyrannœil;75000;Créature magique;Aberrante;;
Dragon d'argent vénérable;Brute;Solo;;29;Bestiaire Fantastique 2;Dragon;75000;Créature magique;Naturelle;Dragon;
Dragon d'or vénérable;Contrôleur;Solo;;30;Bestiaire Fantastique 2;Dragon;95000;Créature magique;Naturelle;Dragon;
Dagon;Soldat;Solo;;32;Bestiaire Fantastique 2;Démogorgon;135000;Créature magique;Élémentaire;Aquatique, Démon;
Démogorgon;Contrôleur;Solo;;34;Bestiaire Fantastique 2;Démogorgon;14000;Humanoïde;Élémentaire;Aquatique, Démon;
Dard xivort;Artilleur;Normal;;1;Bestiaire Fantastique 3;;;;;;
Grenouille pèleronce;Brute;Normal;;1;Bestiaire Fantastique 3;;;;;;
Élémentaire de l'air mineur;Chasseur;Normal;;1;Bestiaire Fantastique 3;;;;;;
Élémentaire de l'eau mineur;Contrôleur;Normal;;1;Bestiaire Fantastique 3;;;;;;
Rétiaire xivort;Contrôleur;Normal;;1;Bestiaire Fantastique 3;;;;;;
Élémentaire du feu mineur;Franc-tireur;Normal;;1;Bestiaire Fantastique 3;;;;;;
Faucheur xivort;Franc-tireur;Normal;;1;Bestiaire Fantastique 3;;;;;;
Ombreux xivort;Artilleur;Normal;Oui;2;Bestiaire Fantastique 3;;;;;;
Démon glouton;Brute;Normal;;2;Bestiaire Fantastique 3;;;;;;
Rejeton cavernicoléen;Brute;Sbire;;2;Bestiaire Fantastique 3;;;;;;
Araignée embusquée;Chasseur;Normal;;2;Bestiaire Fantastique 3;;;;;;
Chasseur silvyen;Chasseur;Normal;;2;Bestiaire Fantastique 3;;;;;;
Dragonnet de blizzard;Contrôleur;Normal;;2;Bestiaire Fantastique 3;;;;;;
Grenouille amanite;Contrôleur;Normal;;2;Bestiaire Fantastique 3;;;;;;
Grenouille bourbereine;Franc-tireur;Normal;;2;Bestiaire Fantastique 3;;;;;;
Destructeur silvyen;Soldat;Normal;;2;Bestiaire Fantastique 3;;;;;;
Élémentaire de la terre mineure;Soldat;Normal;;2;Bestiaire Fantastique 3;;;;;;
Harponneur caverniciléen;Artilleur;Normal;;3;Bestiaire Fantastique 3;;;;;;
Tueur chacalidée;Brute;Normal;;3;Bestiaire Fantastique 3;;;;;;
Assassin furte;Chasseur;Normal;;3;Bestiaire Fantastique 3;;;;;;
Fileuse cavernicoléen;Chasseur;Normal;;3;Bestiaire Fantastique 3;;;;;;
Ombre traqueuse;Chasseur;Normal;;3;Bestiaire Fantastique 3;;;;;;
Hypnotiseur furte;Contrôleur;Normal;;3;Bestiaire Fantastique 3;;;;;;
Empaleur craud;Franc-tireur;Normal;;3;Bestiaire Fantastique 3;;;;;;
Chasseur yéti;Soldat;Normal;;3;Bestiaire Fantastique 3;;;;;;
Limier chacalidé;Soldat;Sbire;;3;Bestiaire Fantastique 3;;;;;;
Protecteur morcenaire;Soldat;Normal;;3;Bestiaire Fantastique 3;;;;;;
Ancien silvyen;Artilleur;Normal;Oui;4;Bestiaire Fantastique 3;;;;;;
Ferreur cavernicoléen;Artilleur;Sbire;;4;Bestiaire Fantastique 3;;;;;;
Broyeur craud;Brute;Normal;;4;Bestiaire Fantastique 3;;;;;;
Nuée de larves putrides;Brute;Normal;;4;Bestiaire Fantastique 3;;;;;;
Goule carnassière;Chasseur;Normal;;4;Bestiaire Fantastique 3;;;;;;
Hurleur yéti;Contrôleur;Normal;;4;Bestiaire Fantastique 3;;;;;;
Imposteur chacalidé;Contrôleur;Normal;;4;Bestiaire Fantastique 3;;;;;;
Araignon;Franc-tireur;Sbire;;4;Bestiaire Fantastique 3;;;;;;
Grand singe;Franc-tireur;Normal;;4;Bestiaire Fantastique 3;;;;;;
Chevalier exécrateur;Soldat;Normal;;4;Bestiaire Fantastique 3;;;;;;
Dragonnet sismique;Soldat;Normal;;4;Bestiaire Fantastique 3;;;;;;
Éclaireur chitine;Artilleur;Normal;;5;Bestiaire Fantastique 3;;;;;;
Flècheur des ombres;Artilleur;Normal;;5;Bestiaire Fantastique 3;;;;;;
Adorateur du seigneur du feu;Brute;Sbire;;5;Bestiaire Fantastique 3;;;;;;
Dragonnet volcanique;Brute;Normal;;5;Bestiaire Fantastique 3;;;;;;
Fantassin chitine;Brute;Sbire;;5;Bestiaire Fantastique 3;;;;;;
Homme d'arme chitine;Brute;Normal;;5;Bestiaire Fantastique 3;;;;;;
Singe à dos d'argent;Brute;Normal;Oui;5;Bestiaire Fantastique 3;;;;;;
Cagnard gnoll;Chasseur;Normal;;5;Bestiaire Fantastique 3;;;;;;
Fourbe gremlin;Contrôleur;Normal;;5;Bestiaire Fantastique 3;;;;;;
Nymphe de printemps;Contrôleur;Normal;;5;Bestiaire Fantastique 3;;;;;;
Maraudeur morcenaire;Franc-tireur;Normal;;5;Bestiaire Fantastique 3;;;;;;
Saccageur yéti;Franc-tireur;Normal;;5;Bestiaire Fantastique 3;;;;;;
Chasseur furte;Soldat;Normal;;5;Bestiaire Fantastique 3;;;;;;
Roi craud;Soldat;Normal;Oui;5;Bestiaire Fantastique 3;;;;;;
Archer morcenaire;Artilleur;Normal;;6;Bestiaire Fantastique 3;;;;;;
Blême;Brute;Normal;;6;Bestiaire Fantastique 3;;;;;;
Traquenardier thri-kreen;Chasseur;Normal;;6;Bestiaire Fantastique 3;;;;;;
Adepte d'orcus;Contrôleur;Normal;Oui;6;Bestiaire Fantastique 3;;;;;;
Énigme de vecna;Contrôleur;Normal;;6;Bestiaire Fantastique 3;;;;;;
Orateur des ombres;Contrôleur;Normal;;6;Bestiaire Fantastique 3;;;;;;
Tisseur chitine;Contrôleur;Normal;;6;Bestiaire Fantastique 3;;;;;;
Maraudeur chitine;Franc-tireur;Normal;;6;Bestiaire Fantastique 3;;;;;;
Serviteur du seigneur du feu;Franc-tireur;Normal;Oui;6;Bestiaire Fantastique 3;;;;;;
Béhémoth couronné;Soldat;Normal;;6;Bestiaire Fantastique 3;;;;;;
Croc de guerre gnoll;Soldat;Normal;Oui;6;Bestiaire Fantastique 3;;;;;;
Singe gardien du temple;Soldat;Normal;;6;Bestiaire Fantastique 3;;;;;;
Ravageur des roches;Brute;Normal;;7;Bestiaire Fantastique 3;;;;;;
Fouineur gremlin;Chasseur;Normal;;7;Bestiaire Fantastique 3;;;;;;
Ustilagor;Chasseur;Normal;;7;Bestiaire Fantastique 3;;;;;;
Araignée crachefée;Contrôleur;Normal;;7;Bestiaire Fantastique 3;;;;;;
Diable vizir;Contrôleur;Normal;Oui;7;Bestiaire Fantastique 3;;;;;;
Élu de yeenoghu;Contrôleur;Élite;;7;Bestiaire Fantastique 3;;;;;;
Jeune dragon de blizzard;Contrôleur;Élite;;7;Bestiaire Fantastique 3;;;;;;
Quasit;Contrôleur;Normal;;7;Bestiaire Fantastique 3;;;;;;
Béhémoth aile-de-cuir;Franc-tireur;Normal;;7;Bestiaire Fantastique 3;;;;;;
Éclaireur thri-kreen;Franc-tireur;Normal;;7;Bestiaire Fantastique 3;;;;;;
Élu du temple du feu;Franc-tireur;Sbire;;7;Bestiaire Fantastique 3;;;;;;
Gargouille ferreuse;Franc-tireur;Normal;;7;Bestiaire Fantastique 3;;;;;;
Pouilleux répugnard;Franc-tireur;Sbire;;7;Bestiaire Fantastique 3;;;;;;
Esprit hyène;Soldat;Sbire;;7;Bestiaire Fantastique 3;;;;;;
Gardien morcenaire;Soldat;Normal;;7;Bestiaire Fantastique 3;;;;;;
Arcanien vert;Artilleur;Normal;;8;Bestiaire Fantastique 3;;;;;;
Gargouille rochecorne;Brute;Normal;;8;Bestiaire Fantastique 3;;;;;;
Chasseur des cavernes ogre;Chasseur;Normal;;8;Bestiaire Fantastique 3;;;;;;
Objet mimique;Chasseur;Normal;;8;Bestiaire Fantastique 3;;;;;;
Adorateur de la terre;Contrôleur;Sbire;;8;Bestiaire Fantastique 3;;;;;;
Choldrith;Contrôleur;Normal;Oui;8;Bestiaire Fantastique 3;;;;;;
Dominateur cristallien;Contrôleur;Normal;;8;Bestiaire Fantastique 3;;;;;;
Prêcheur du désert thri-kreen;Contrôleur;Normal;;8;Bestiaire Fantastique 3;;;;;;
Nymphe d'automne;Franc-tireur;Normal;;8;Bestiaire Fantastique 3;;;;;;
Zombie putride;Franc-tireur;Normal;;8;Bestiaire Fantastique 3;;;;;;
Champion du temple de feu;Soldat;Normal;;8;Bestiaire Fantastique 3;;;;;;
Gargouille d'obsidienne;Soldat;Sbire;;8;Bestiaire Fantastique 3;;;;;;
Gargouille runique;Soldat;Normal;;8;Bestiaire Fantastique 3;;;;;;
Ombre étrangleuse;Artilleur;Normal;;9;Bestiaire Fantastique 3;;;;;;
Béhémoth cornu;Brute;Élite;;9;Bestiaire Fantastique 3;;;;;;
Corrupteur nagpa;Contrôleur;Normal;;9;Bestiaire Fantastique 3;;;;;;
Molosse de l'effroi;Contrôleur;Sbire;;9;Bestiaire Fantastique 3;;;;;;
Traqueur teignard;Contrôleur;Normal;;9;Bestiaire Fantastique 3;;;;;;
Cambion courroucé;Franc-tireur;Normal;;9;Bestiaire Fantastique 3;;;;;;
Voyou verbeeg;Franc-tireur;Normal;;9;Bestiaire Fantastique 3;;;;;;
