name;description;alteration;property;power;special;source;rarity;critical;implement_group;location;weapon_groups;armor_categories;object_levels
Écharpe du phénix;Cette large ceinture orange vif revitalise les vaincus.;"";Vous bénéficiez d'un bonus d'objet de +1 en Vigueur.;Quotidien ♦ guérison : aucune. Déclencheur : un ennemi vous réduit à 0 point de vie ou moins. Effet : vous dépensez une récupération et vous êtes hébété jusqu'à la fin de votre tour de jeu suivant.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Taille;"";"";18
Éclat de gemme de sang;Ce cristal rouge sang absorbe la force vitale de vos ennemis vaincus, renforçant ainsi vos défenses.;Réflexes, Vigueur et Volonté;Lorsque vous réduisez une créature autre qu'un sbire à 0 point de vie, vous bénéficiez d'un bonus d'objet cumulatif de +1 en Réflexes, Vigueur et Volonté (pour un maximum de +3) jusqu'à la fin de rencontre.;"";"";Le Comptoir de l'Aventure 2;uncommon;"";"";Cou;"";"";20, 25, 30
Écrase-gobelins;Ces bottes en peau séchée vous permettent de vous éloigner d'un agresseur immédiat.;"";"";Rencontre: réaction immédiate. Utilisez ce pouvoir lorsqu'une attaque de corps à corps vous rate. Vous vous décalez de 1 case.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";6
Écu de joute;Ce bouclier triangulaire et rainuré agit comme un rempart contre toute tentative visant à détourner la course de votre charge.;"";Vous bénéficiez d'une résistance 5 aux dégâts des attaques d'opportunités que vous provoquez durant une charge. Après avoir chargé, il est impossible de vous pousser, de vous tirer ou de vous faire glisser jusqu'à la fin de votre tour de jeu suivant.<br>Niveau 12: résistance 10 aux dégâts.<br>Niveau 22: résistance 15 aux dégâts.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Bras;"";Boucliers légers, Boucliers lourds;2, 12, 22
Enclume indestructible de Moradin;Ce symbole sacré en forme d'enclume permet d'octroyer la robustesse des ouvrages de Moradin à un ami.;jets d'attaque et jets de dégâts;"";Quotidien: action libre. Utilisez ce pouvoir lorsque vous touchez au moyen d'une attaque recourant à ce symbole sacré. Un allié situé dans un rayon de 5 cases bénéficie d'un résistance 5 à tous les dégâts jusqu'au début de votre tour de jeu suivant.<br>Niveau 18 ou 23: résistance 10 à tous les dégâts.<br>Niveau 28: résistance 15 à tous les dégâts.;Prérequis: pour utiliser ce symbole, vous devez vénérer Moradin.;Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;Symboles sacrés;Focaliseur;"";"";8, 13, 18, 23, 28
Épée de pacte;Les sorciers éladrins ont un faible pour ces sinistres épées longues en raison de leur capacité à manipuler la magie tout en contrôlant la position de l'ennemi.;jets d'attaque et jets de dégâts;Si vous êtes de race éladrine, cette épée longue fonctionne comme un focaliseur pour sorcier (mais n'ajoutez pas son bonus de maniement aux jets d'attaque des pouvoirs de sorciers).;Quotidien ♦ téléportation: action libre. Utilisez ce pouvoir lorsque vous touchez avec cette arme une cible affectée par votre envoûtement. Téléportez la cible d'un nombre de cases égal à 1 + le bonus d'altération de l'arme.;Épée longue uniquement.;Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;"";Arme;Lames lourdes;"";2, 7, 12, 17, 22, 27
Essence du feu follet;Une sphère de lumière scintillante tourbillonne autour de votre tête et attire à vous les adversaires qui vous attaquent à distance.;"";"";À volonté : réaction immédiate. Déclencheur : un ennemi vous touche avec une attaque à distance. Effet : vous tirez l'ennemi en question de 2 cases.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Tête;"";"";21
Étoile de la Mer Astrale;Cet énorme saphir en étoile se met à hurler lorsque vos alliés sont proches de la mort et vous permet de puiser dans votre force vitale pour les ragaillardir.;Réflexes, Vigueur et Volonté;"";Quotidien: action libre. Utilisez ce pouvoir lorsqu'un allié situé dans votre ligne de mir tombe à 0 point de vie (ou moins). Dépensez une récupération. L'allié regagne autant de points de vie que s'il avait lui-même dépensé une récupération.;Regagne-t-on également des points de vie?;Le Comptoir de l'Aventure 1;uncommon;"";"";Cou;"";"";29
Fer de rancune;Une sphère de métal hérissée de pointes, légèrement plus petite qu'un poing, flotte dans les airs près de votre épaule en crachant des étincelles noires. Elle améliore grandement vos compétences d'arcanes et d'intimidation.;"";Vous bénéficiez d'un bonus d'objet de +6 aux tests d'Arcanes et d'Intimidation.;Tout ennemi qui vous touche avec une attaque de corps à corps subit 1d10 dégâts nécrotiques.;"";Manuel des Joueurs 1;uncommon;"";"";Tête;"";"";27
Fer du gardien;Cette arme s'embrase de haine blanche quand elle s'approche d'un ennemi marqué par un gardien.;jets d'attaque et jets de dégâts;"";Quotidien ♦ feu: action libre.Déclencheur: vous touchez un ennemi avec votre pouvoir Fureur du gardien en utilisant cette arme.Effet: l'ennemi en question subit des dégâts de feu continus égaux à 5 + votre modificateur de Force.<br>Niveau 13 ou 18: dégâts de feu continus égaux à 10 + votre modificateur de Force.<br>Niveau 23 ou 28: dégâts de feu continus égaux à 15 + votre modificateur de Force.;"";Le Comptoir de l'Aventure 2;uncommon;+1d6 dégâts de feu par point de bonus d'altération, ou +1d10 dégâts de feu par point de bonus d’altération tant que vous êtes sous forme tutélaire.;"";Arme;Armes d'hast, Bâtons, Frondes, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";3, 8, 13, 18, 23, 28
Fétiche du mauvais œil;Cet œil mauvais et injecté de sang suspendu à une lanière de cuir châtie ceux qui cherchent à profiter contre vous de leur position favorable.;Réflexes, Vigueur et Volonté;Les ennemis qui vous touchent alors qu'ils jouissent d'un avantage de combat contre vous subissent des dégâts nécrotiques égaux au bonus d'altération de l'objet.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Cou;"";"";8, 13, 18, 23, 28
Foulemurailles;Ces bottes filandreuse vous confèrent la mobilité d'un arachnide ne serait-ce que quelques instants.;"";Si vous débutez votre tour de jeu debout sur une surface horizontale, vous pouvez grimper aux murs comme si vous vous déplaciez à l'horizontale. Si vous ne terminez pas votre déplacement sur une surface horizontale capable de supportez votre poids, vous chutez au sol et subissez les dégâts correspondants.;Quotidien ♦ téléportation: action mineure. Vous marchez sur les murs comme vous le feriez sur une surface horizontale jusqu'à la fin de la rencontre.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";10
Foulesterres;La terre vous transporte en un instant lorsque vous portez ces chaussures à bout carré.;"";"";Quotidien ♦ téléportation: action de mouvement. Téléportez-vous de 5 cases, à condition que le sol vous relie à votre destination. Ce pouvoir ne vous permet pas de traverser un espace vide (comme une fosse ou un gouffre).;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";14
Fourrure du loup des glaces;La fourrure blanche comme la neige de cette cape vous protège du froid.;Réflexes, Vigueur et Volonté;Vous bénéficiez d'une résistance au froid 5.<br>Niveau 14 ou 19 : résistance au froid 10.<br>Niveau 24 ou 29 : résistance au froid 15.;Quotidien : réaction immédiate. Déclencheur : un ennemi qui vous est adjacent vous touche. Effet : l'ennemi en question se retrouve à terre.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Cou;"";"";4, 9, 14, 19, 24, 29
Frac miroir;La magie qui investit cette armure en fait un objet hautement réfléchissant et lumineux, très efficace contre les attaques de regard et d'énergie radiante.;CA;Vous bénéficiez d'un bonus d'objet de +2 à toutes les défenses contre les attaques de regard et les attaques radiantes. Un attaquant qui vous touche au moyen d'une telle attaque subit un malus de -2 aux jets d'attaque jusqu'à la fin de son tour de jeu suivant.;Quotidien : interruption immédiate. Utilisez ce pouvoir quand vous êtes la cible d'une attaque à distance. La cible est maintenant une créature située dans un rayon de 5 cases de vous (à l’exception de l'attaquant).;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Torse;"";Armures d'étoffe, Armures de cuir, Armures de peau;9, 14, 19, 24, 29
Fronteau de schisme psychique;Ce bandeau orné protège votre esprit en le scindant en deux, mais non sans contrepartie.;"";Vous bénéficiez d'un bonus de +1 en Volonté.;Quotidien : interruption immédiate. Utilisez ce pouvoir lorsqu'une attaque vous étourdit, vous hébète ou vous domine. Vous n'êtes en fait pas affecté par l'état préjudiciable en question, mais subissez un malus de -2 aux jets d'attaque en en Volonté pour la durée présumée de l'état préjudiciable.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Tête;"";"";15
Gantelets briseurs;Ces épais gantelets de cuit permettent à vos attaques de passer outre les résistances.;"";Vous réduisez de 1 la valeur de toute résistance dont un ennemi dispose contre vos attaques.<br>Niveau 16 : réduisez la résistance de 2.<br>Niveau 26 : réduisez la résistance de 5.;Quotidien : action libre. Utilisez ce pouvoir quand vous touchez au moyen d'une attaque d'arme, juste avant de déterminer les dégâts. Réduisez de 5 la valeur de toute résistance dont un ennemi dispose contre vos attaques (sauvegarde annule).<br>Niveau 16 : réduisez la résistance de 10.<br>Niveau 26 : réduisez la résistance de 15.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";6, 16, 26
Gantelets brûlants;Ces gants cuirassés de fer qui produisent des volutes de fumée excitent le pyromane qui est en vous.;"";"";Quotidien ♦ feu : action libre. Utilisez ce pouvoir quand vous effectuez une attaque accompagnée du mot-clé feu. La première cible touchée par celle-ci subit également 5 dégâts de feu continus (sauvegarde annule). Par ailleurs, vos attaques accompagnées du mot-clé infligent 1 dégât de feu supplémentaire jusqu'à la fin de la rencontre. Si vous avez atteint au moins une étape dans la journée avant d'utiliser ce pouvoirs, vos attaques accompagnées du mot-clé infligent 2 dégâts de feu supplémentaires (et non 1) jusqu'à la fin de la rencontre.<br>Niveau 16 : 10 dégâts de feu continus, 3 dégâts de feu supplémentaires (4 après étapes).<br>Niveau 26 : 15 dégâts de feu continus, 5 dégâts de feu supplémentaires (6 après étapes).;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";6, 16, 26
Gantelets caustiques;Quand vous attaquez, de l'acide dégoutte de ces gants de cuir grossier.;"";"";Quotidien ♦ acide : action libre. Utilisez ce pouvoir quand vous effectuez une attaque à distance. Changez le type de dégâts infligés par celle-ci en dégâts d'acide. Que l'attaque touche ou échoue, les créatures adjacentes à la cible subissent 1d6 dégâts d'acide. Par ailleurs, vos attaques à distance infligent 1 dégâts d'acide supplémentaire jusqu'à la fin de la rencontre.<br>Si vous avez atteint au moins une étape dans la journée, vos attaques à distances accompagnées du mot-clé acide infligent 2 dégâts d'acide supplémentaires (et non 1) jusqu'à la fin de la rencontre.<br>Niveau 16 : 2d6 dégâts d'acide, 3 dégâts d'acide supplémentaires (4 après étapes).<br>Niveau 26 : 3d6 dégâts d'acide, 5 dégâts d'acide supplémentaires (6 après étapes).;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";6, 16, 26
Gantelets d'allonge;Ces gantelets sont équipés de baguettes d'acier extensibles qui entourent vos avant-bras.;"";"";À volonté : action mineure. Jusqu'à la fin de votre tour de jeu suivant, vous augmentez de 1 case l'allonge de vos attaques de corps à corps, mais subissez un malus de -2 aux jets d'attaques.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";18
Gantelets d'assaut impétueux;Ces beaux gantelets brillants augmentent temporairement la vitesse de vos attaques.;"";"";Quotidien : action simple. Effectuez deux attaques de base de corps à corps, avec pour chacun un malus de -2 au jet d'attaque.;"";Le Comptoir de l'Aventure 1;common;"";"";Mains;"";"";11
Gantelets d'Hrothmar;Ces gantelets massifs de fer noir sont cloutés d'un métal rouge. Ils créent des décharges d'ondes de choc qui projettent les adversaires au sol.;"";Les créatures à terre ne bénéficient pas du bonus habituel de +2 à toutes les défenses contre vos attaques à distances.;"Quotidien : action mineure. Effectuer une attaque : explosion de proximité 5 ; vise chaque ennemi pris dans l'explosion ; Constitution ou Charisme +4 contre Réflexes ; en cas de réussite, la cible se retrouve à terre. Vous bénéficiez d'un bonus supplémentaire de +2 au jet d'attaque contre toute cible affectée par votre envoûtement.";"";Le Comptoir de l'Aventure 2;uncommon;"";"";Mains;"";"";18
Gantelets d'illumination;D'une simple pensée, ces gantelets d'or cuivré se mettent à produire de la lumière.;"";"";À volonté : action mineure. Comme le pouvoir de magicien lumière (cf. MdJ 75), mais lancé sur les gantelets.<br>Quotidien : action libre. Utilisez ce pouvoir quand vous touchez au moyen d'une attaque d'arme. L'attaque inflige 10 dégâts radiants supplémentaires.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";10
Gantelets d'orage;Les plaques d'or et de fer fixées au dos de ces gantelets crépitent d'énergie.;"";"";Quotidien ♦ tonnerre : action libre. Utilisez ce pouvoir quand vous effectuez une attaque de corps à corps. Changez les dégâts infligés en dégâts de tonnerre. En cas de réussite, l'attaque inflige 1d6 dégâts de tonnerre supplémentaires. Enfin vos attaques de corps à corps infligent 1 dégât de tonnerre supplémentaire jusqu'à la fin de votre tour de jeu suivant. Si vous avez atteint au moins une étape dans la journée, vos attaques de corps à corps infligent 2 dégâts de tonnerre supplémentaires (et non 1) jusqu'à la fin de la rencontre.<br>Niveau 16 : 2d6 dégâts de tonnerre, 3 dégâts de tonnerre supplémentaires (4 après étapes).<br>Niveau 26 : 3d6 dégâts de tonnerre, 5 dégâts de tonnerre supplémentaires (6 après étapes).;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";10, 20, 30
Gantelets de destruction;Ces gantelets d'armure vous permettent de ne jamais faire le minimum de dégâts lors d'une attaque de corps à corps.;"";Lorsque vous effectuez le jet de dégâts d'une attaque de corps à corps, relancez tous les 1 jusqu'à ce qu'ils donnent un résultat supérieur.;"";"";Manuel des Joueurs 1;common;"";"";Mains;"";"";18
Gantelets de discontinuité;L'énergie arcanique crépite autour de ces gantelets et perturbe la téléportation.;"";"";Quotidien : interruption immédiate. Déclencheur : un ennemi situé dans un rayon de 2 cases se téléporte. Effet : vous annulez la téléportation, et l'ennemi en question ne peut se téléporter jusqu'à la fin de votre tour de jeu suivant.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Mains;"";"";13
Gantelets de force d'ogre;Ces énormes gantelets d'armure augmentent votre force et peuvent être activés pour accroître vos dégâts.;"";Vous bénéficiez d'un bonus d'objet de +1 aux tests d'Athlétisme et aux tests de Force (mais pas aux attaques de Force).;Quotidien : action libre. Utilisez ce pouvoir quand vous touchez avec une attaque de corps à corps. Ajoutez un bonus de pouvoir de +5 aux jets de dégâts.;"";Manuel des Joueurs 1;uncommon;"";"";Mains;"";"";5
Gantelets de givre;Lorsque vous saisissez votre arme, les motifs en forme de cristaux de glace qui décorent ces gants flamboient, et elle se couvre d'une fine pellicule de givre.;"";"";Quotidien ♦ froid : action libre. Utilisez ce pouvoir quand vous effectuez une attaque de corps à corps. Changez les dégâts infligés en dégâts de froid. En cas de réussite, la cible est ralentie jusqu'à la fin de votre tour de jeu suivant. Par ailleurs, vos attaques de corps à corps infligent 1 dégât de froid supplémentaire jusqu'à la fin de la rencontre. Si vous avez atteint au moins une étape dans la journée, vos attaques de corps à corps infligent 2 dégâts de froid supplémentaires (et non 1) jusqu'à la fin de la rencontre.<br>Niveau 17 : la cible est ralentie (sauvegarde annule), 3 dégâts de froid supplémentaires (4 après étapes).<br>Niveau 26 : la cible est immobilisée (sauvegarde annule), 5 dégâts de froid supplémentaires (6 après étapes).;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";7, 17, 27
Gantelets de parade;Équipé de ces solides gantelets d'armure, vous êtes plus en sécurité lorsque vous reprenez votre souffle.;"";Quand vous entreprenez une action de défense totale ou de second souffle, vous bénéficiez d'un bonus d'objet de +2 à toutes les défenses jusqu'au début de votre tour de jeu suivant.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";5
Gantelets de riposte;Équipés de pointes, ces gantelets blessent ceux qui vous nuisent.;"";Vous bénéficiez d'un bonus d'objet de +1 aux attaques d'opportunité.;Rencontre : réaction immédiate. Utilisez ce pouvoir quand un ennemi adjacent vous touche. Effectuez une attaque de base de corps à corps contre cet ennemi.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";10
Gantelets de sang;Le sang de vos adversaires meurtris coule le long des jointures de ces gantelets d'acier à moitié rouillés.;"";Vous bénéficiez d'un bonus de +2 aux jets de dégâts contre les cibles en péril.<br>Niveau 14 : bonus de +4.<br>Niveau 24 : bonus de +6.;"";"";Le Comptoir de l'Aventure 2;uncommon;"";"";Mains;"";"";4, 14, 24
Gantelets du bélier;Ces gantelets d'armure sont décorés d'une tête de bélier.;"";Vous ajoutez 1 case lorsque vous créer un effet visant à pousser une cible;"";"";Manuel des Joueurs 1;common;"";"";Mains;"";"";8
Gantelets du grand héros;Ces lourds gantelets d'acier récompensent grandement la prise de risque et l'héroïsme.;"";Lorsque vous dépensez un point d'action pour effectuer une attaque, vous bénéficiez d'un bonus de +2 aux jets d'attaque pour cette attaque.<br>Lorsque vous dépensez un point d'action pour effectuer une attaque et que l'attaque inflige des dégâts, vous gagnez des points de vie temporaires égaux à votre valeur de récupération.;"";"";Le Comptoir de l'Aventure 2;uncommon;"";"";Mains;"";"";27
Gantelets du grizzly;Ces gantelets, recouverts de fourrure d'ours, font de vous un lutteur redoutable.;"";Vous bénéficiez d'un bonus d'objet de +3 aux tests de Force pour étreindre une créature et aux tests d'Athlétisme ou d'Acrobaties pour vous dégager d'une étreinte.;"";"";Le Comptoir de l'Aventure 2;common;"";"";Mains;"";"";8
Gantelets du héros;Ces lourds gantelets d'acier récompensent la prise de risque et l'héroïsme.;"";Lorsque vous dépensez un point d'action pour effectuer une attaque, vous bénéficiez d'un bonus de +1 aux jets d'attaque pour cette attaque.<br>Lorsque vous dépensez un point d'action pour effectuer une attaque et que l'attaque inflige des dégâts, vous gagnez les points de vie temporaires égaux à la moitié de votre valeur de récupération.;"";"";Le Comptoir de l'Aventure 2;uncommon;"";"";Mains;"";"";17
Gantelets du tigre;Ces gantelets qui vous insufflent la force d'un tigre bondissant sont dotés d'une longue griffe acérée.;jets d'attaque et jets de dégâts;Vous bénéficiez d'un bonus d'objet de +2 à la VD lorsque vous chargez.;Quotidien: action simple. Effectuez une attaque de charge. À la fin de celle-ci, effectuez avec cette arme deux attaques de base de corps à corps contre une même cible. Si les deux attaques touchent, vous infligez 1d6 dégâts supplémentaires.<br>Niveau 13 et 18: +2d6 dégâts.<br>Niveau 23 et 28: +3d6 dégâts.;Gantelets cloutés uniquement.Des gantelets cloutés enchantés occupent l'emplacement des mains (Comptoir de l'Aventure 1 p.10);Le Comptoir de l'Aventure 1;uncommon;+1d6 dégâts par point de bonus d'altération;"";Arme;Mains nues;"";8, 13, 18, 23, 28
Gantelets sacrés;Ces gantelets polis et gravés de symboles sacrés apportent la lumière purificatrice au cœur des ténèbres.;"";"";Quotidien ♦ radiant : action libre. Utilisez ce pouvoir pour changer en dégâts radiants les dégâts infligés par votre prochain pouvoir divin. En cas de réussite, vous infligez 1d6 dégâts radiants supplémentaires. Si le pouvoir n'inflige normalement pas de dégâts, in l'inflige pas ces dégâts supplémentaires. Enfin, vos attaques accompagnées du mot-clé radiant infligent 1 dégât radiant supplémentaire jusqu'à la fin de la rencontre. Si vous avez atteint au moins une étape dans la journée, vos attaques accompagnées du mot-clé radiant infligent 2 dégâts radiants supplémentaires (et non 1) jusqu'à la fin de la rencontre.<br>Niveau 18 : 2d6 dégâts radiants, 3 dégâts radiants supplémentaires (4 après étape).<br>Niveau 28 : 3d6 dégâts radiants, 5 dégâts radiants supplémentaires (6 après étape).;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";8, 18, 28
Gantelets vampiriques;Une énergie nécrotique palpite dans ces gants noirs qui semblent aspirer la lumière.;"";"";"Rencontre ♦ guérison, nécrotique : action simple. Effectuez une attaque de corps à corps : Dextérité +4 contre Réflexes ; en cas de réussite, la cible subit des dégâts nécrotiques égaux à votre valeur de récupération et vous regagnez autant de points de vie.";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";16
Gants aux nombreux doigts;Il semble que vous ayez plus de doigts que la normale lorsque vous portez ces simples gants.;"";Vous pouvez porter un anneau magique supplémentaire et bénéficiez de ses avantages tant que vous portez ces gants.;"";"";Le Comptoir de l'Aventure 2;common;"";"";Mains;"";"";20
Gants d'adjonction occulte;Vous canalisez l'énergie de votre pacte au travers de ces gants, ce qui amplifie sa puissance.;"";Prérequis : Sorcier.<br>Quand vous infligez des dégâts supplémentaires grâce à votre envoûtement, vous pouvez faire de ceux-ci des dégâts d'acide, de feu ou de froid (ou ne leur adjoindre aucun type).;"À volonté, 5 charges/jour ♦ acide, feu ou froid : action libre. Votre prochaine attaque de ce tour inflige des dégâts supplémentaires en fonction du nombre de charges que vous utilisez : 1 charge, 1d6 dégâts ; 2 charges, 2d6 dégâts ; 5 charges, 3d6 dégâts. Ces dégâts supplémentaires peuvent êtres des dégâts d'acide, de feu ou de froid.<br>Niveau 18 : 1 charge, 1d8 dégâts ; 2 charges, 2d8 dégâts ; 5 charges, 3d8 dégâts.<br>Niveau 28 : 1 charge, 1d10 dégâts ; 2 charges, 2d10 dégâts ; 5 charges, 3d10 dégâts.";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";8, 18, 28
Gants d'agilité;Lorsque vous passez ces mitaines bien ajustées, vos doigts fourmillent de magie.;"";Vous bénéficiez d'un bonus d'objet de +1 aux tests d'Acrobaties, Discrétion et Dextérité (mais pas aux attaques de Dextérité).;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";5
Gants d'ancrage arcanique;Lorsque vous transférez le contrôle d'un sort à ces délicats gants de popeline, les runes arcaniques situées sur leur dos luisent vivement.;"";"";Quotidien : action libre. Vous maintenez l'un de vos pouvoirs dont le maintien nécessite normalement une action mineure.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";5
Gants d'écuyer;Ces gants d'équitation en cuir marron offrent une prise ferme et assurée.;"";Lorsque vous chevauchez une monture, vos attaques de corps à corps infligent 2 dégâts supplémentaires.;"";"";Le Comptoir de l'Aventure 1;common;"";"";Mains;"";"";7
Gants d'évitement des missiles;Ces gants de cuir noir sont imprégnés d'une aura de force qui fait éclater ou dévier les projectiles qui vous sont destinés.;"";"";Quotidien : interruption immédiate. Déclencheur : une attaque à distance qui vise la CA ou les Réflexes vous touche. Effet : vous bénéficiez d'un bonus de pouvoir de +4 à la CA et en Réflexes contre l'attaque en question.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Mains;"";"";11
Gants de camaraderie;Ces gants en cachemire vous transfèrent les souffrances d'un allié.;"";"";Rencontre : réaction immédiate. Utilisez ce pouvoir quand un allié situé dans un rayon de 10 cases est victime d'un état préjudiciable ou d'un effet délétère. Vous subissez cet état ou effet, et l'allié en est libéré. L'état ou effet se poursuit pour la durée indiquée dans la description du pouvoir qui l'a provoqué.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";21
Gants de cambrioleur;Ces mitaines noires sont brodées de sceaux rouge sombre qui accroissent vos talents de voleur.;"";Vous bénéficiez d'un bonus d'objet de +1 aux tests de Larcin.;"";"";Manuel des Joueurs 1;uncommon;"";"";Mains;"";"";1
Gants de chasseur de primes;Ces gants de peu sont renforcés au niveau des articulations.;"";Quand votre attaque réduit une cible à 0 point de vie ou moins et que vous choisissez de l'assommer au lieu de la tuer, elle ne revient à 1 point de vie qu'après un repos prolongé (et non un repos court).;"";"";Le Comptoir de l'Aventure 1;common;"";"";Mains;"";"";8
Gants de feinte;Ces gants de soir noire aident à détourner l'attention de l'ennemi.;"";Vous bénéficiez d'un bonus d'objet de +2 aux tests de Bluff pour jouir d'un avantage de combat.;Quotidien : action mineure. Vous jouissez d'un avantage de combat contre la prochaine créature que vous attaquez à ce tour de jeu.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Mains;"";"";7
Gants de Gisombre;Ces gants noirs, souples, tissés de fils de Gisombre, sont très appréciés des magiciens et des sorciers.;"";"";Quotidien ♦ nécrotique : action mineure. Changez le type des dégâts infligés par le prochain pouvoir arcanique que vous utilisez en dégâts nécrotiques. Ajouter 1d6 aux dégâts infligés par ce pouvoir (le cas échéant).<br>Niveau 16 : ajoutez 2d6 aux dégâts infligés.<br>Niveau 26 : ajoutez 3d6 aux dégâts infligés.;"";Manuel des Joueurs 1;uncommon;"";"";Mains;"";"";6, 16, 26
Gants de glace;Sertis de glace élémentaires, ces gants ne gèlent pas vos mains lorsque vous les portez.;"";Vos attaques de froid bénéficient d'un bonus de +2 aux jets de dégâts ou ignorent 5 points de la résistance au froid de la cible, au choix. Vous pouvez passez d'une propriété à l'autre au prix d'une action mineure.<br>Niveau 21 : bonus de +4, ou -10 à la résistance au froid.;"";"";Le Comptoir de l'Aventure 2;uncommon;"";"";Mains;"";"";11, 21
Gants de grâce;Quand vous portez ces gants, vous pouvez aider  un compagnon à récupérer rapidement de ses blessures en l'effleurant à peine.;"";"";Quotidien : action mineure. Un allié qui vous est adjacent effectue un jet de sauvegarde.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Mains;"";"";5
Gants de l'illusionniste;Ces gants chatoyants améliorent vos sorts d'illusion et vous permettent de modifier rapidement une illusion qui serait sans cela sans effet.;"";Lorsque vous touchez un ennemi qui vous confère un avantage de combat avec un pouvoir d'attaque d'Illusion, cet ennemi subit un malus de -2 aux jets de sauvegarde contre les effets de ce pouvoir.;Quotidien : action libre. Déclencheur : vous ratez avec un pouvoir d'attaque d'Illusion. Effet : vous refaites le jet d'attaque et devez utiliser le second résultat.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Mains;"";"";9
Gants de lanceur de couteaux;Vous êtes encore plus dangereux avec des couteaux lorsque vos mains sont enveloppées dans ces mitaines en daim.;"";Vous pouvez dégainer et attaquer avec une dague dans le cadre d'une même action simple.;Quotidien : action libre. Utilisez ce pouvoir quand vous touchez au moyen d'une attaque d'arme de jet. Ajoutez un bonus de pouvoir de +5 au jet de dégâts.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";6
Gants de lutteur;Ces bandes de cuir rugueux qui entourent vos mains sont couvertes d'une substance collante qui affermit vos prises.;"";Vous bénéficiez d'un bonus d'objet de +1 aux attaque d'étreinte, aux défenses lorsque vous tentez d'empêcher une cible de se dégager de votre étreinte, et aux jets de sauvegarde pour vous rattraper en cas de chute.;"";"";Le Comptoir de l'Aventure 1;common;"";"";Mains;"";"";2
Gants de maître de guilde;Ces élégants gants noirs améliorent grandement vos talents de voleur.;"";Vous bénéficiez d'un bonus d'objet de +5 aux tests de Larcin.;Quotidien : action mineure. À chaque fois que vous effectuez un test de Larcin durant cette rencontre, lancez le dé deux fois et conservez le meilleur résultat.;"";Manuel des Joueurs 1;uncommon;"";"";Mains;"";"";23
Gants de parade des projectiles;Ces gants de mousseline aux petits boutons en forme de boucliers permettent de détourner les projectiles.;"";Vous bénéficiez d'un bonus d'objet de +1 à la CA contre les attaques d'arme à distance.;Quotidien : interruption immédiate. Utilisez ce pouvoir quand vous êtes touché par  une attaque d'arme à distance. Vous bénéficiez d'une résistance 15 contre cette attaque.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";13
Gants de pénétration;Ces gants enchantés peuvent être activés pour vous permettre d'ignorer les résistances de l'ennemi durant un courts laps de temps.;"";"";Quotidien : action mineure. Jusqu'à la fin de la rencontre, vos attaques ignorent toute résistance inférieure ou égale à 10.;"";Manuel des Joueurs 1;uncommon;"";"";Mains;"";"";3
